ID,CHI2NU,XC_R,e_XC_R,YC_R,e_YC_R,RE_R,e_RE_R,MAG_R,e_MAG_R,n_R,e_n_R,AR_R,e_AR_R,PA_R,e_PA_R,XC_J0378,e_XC_J0378,YC_J0378,e_YC_J0378,RE_J0378,e_RE_J0378,MAG_J0378,e_MAG_J0378,n_J0378,e_n_J0378,AR_J0378,e_AR_J0378,PA_J0378,e_PA_J0378,XC_J0395,e_XC_J0395,YC_J0395,e_YC_J0395,RE_J0395,e_RE_J0395,MAG_J0395,e_MAG_J0395,n_J0395,e_n_J0395,AR_J0395,e_AR_J0395,PA_J0395,e_PA_J0395,XC_J0410,e_XC_J0410,YC_J0410,e_YC_J0410,RE_J0410,e_RE_J0410,MAG_J0410,e_MAG_J0410,n_J0410,e_n_J0410,AR_J0410,e_AR_J0410,PA_J0410,e_PA_J0410,XC_J0430,e_XC_J0430,YC_J0430,e_YC_J0430,RE_J0430,e_RE_J0430,MAG_J0430,e_MAG_J0430,n_J0430,e_n_J0430,AR_J0430,e_AR_J0430,PA_J0430,e_PA_J0430,XC_J0515,e_XC_J0515,YC_J0515,e_YC_J0515,RE_J0515,e_RE_J0515,MAG_J0515,e_MAG_J0515,n_J0515,e_n_J0515,AR_J0515,e_AR_J0515,PA_J0515,e_PA_J0515,XC_J0660,e_XC_J0660,YC_J0660,e_YC_J0660,RE_J0660,e_RE_J0660,MAG_J0660,e_MAG_J0660,n_J0660,e_n_J0660,AR_J0660,e_AR_J0660,PA_J0660,e_PA_J0660,XC_J0861,e_XC_J0861,YC_J0861,e_YC_J0861,RE_J0861,e_RE_J0861,MAG_J0861,e_MAG_J0861,n_J0861,e_n_J0861,AR_J0861,e_AR_J0861,PA_J0861,e_PA_J0861,XC_G,e_XC_G,YC_G,e_YC_G,RE_G,e_RE_G,MAG_G,e_MAG_G,n_G,e_n_G,AR_G,e_AR_G,PA_G,e_PA_G,XC_I,e_XC_I,YC_I,e_YC_I,RE_I,e_RE_I,MAG_I,e_MAG_I,n_I,e_n_I,AR_I,e_AR_I,PA_I,e_PA_I,XC_Z,e_XC_Z,YC_Z,e_YC_Z,RE_Z,e_RE_Z,MAG_Z,e_MAG_Z,n_Z,e_n_Z,AR_Z,e_AR_Z,PA_Z,e_PA_Z,XC_U,e_XC_U,YC_U,e_YC_U,RE_U,e_RE_U,MAG_U,e_MAG_U,n_U,e_n_U,AR_U,e_AR_U,PA_U,e_PA_U
iDR4_3_SPLUS-s31s30_0015963,1.16950499657372,252.6102,0.0105,150.5133,0.0103,16.5465,0.0281,4.2818,0.1712,4.6744,0.1966,0.7623,0.0133,45.5650,2.0072,252.6102,0.0105,150.5133,0.0103,18.2615,0.1112,4.0924,0.4863,3.5813,0.5415,0.7623,0.0133,45.5650,2.0072,252.6102,0.0105,150.5133,0.0103,18.0723,0.1293,4.1053,0.4612,3.6560,0.5140,0.7623,0.0133,45.5650,2.0072,252.6102,0.0105,150.5133,0.0103,17.5759,0.0960,4.1170,0.4385,3.7237,0.4894,0.7623,0.0133,45.5650,2.0072,252.6102,0.0105,150.5133,0.0103,18.1030,0.1299,4.1321,0.4096,3.8106,0.4580,0.7623,0.0133,45.5650,2.0072,252.6102,0.0105,150.5133,0.0103,16.9828,0.0555,4.1961,0.2920,4.1801,0.3299,0.7623,0.0133,45.5650,2.0072,252.6102,0.0105,150.5133,0.0103,16.4143,0.0258,4.3089,0.1568,4.8308,0.1786,0.7623,0.0133,45.5650,2.0072,252.6102,0.0105,150.5133,0.0103,16.1026,0.0407,4.4609,0.3373,5.7082,0.3625,0.7623,0.0133,45.5650,2.0072,252.6102,0.0105,150.5133,0.0103,17.2620,0.0556,4.1671,0.3441,4.0123,0.3867,0.7623,0.0133,45.5650,2.0072,252.6102,0.0105,150.5133,0.0103,16.2060,0.0283,4.3908,0.2196,5.3036,0.2377,0.7623,0.0133,45.5650,2.0072,252.6102,0.0105,150.5133,0.0103,16.0245,0.0423,4.4777,0.3682,5.8049,0.3958,0.7623,0.0133,45.5650,2.0072,252.6102,0.0105,150.5133,0.0103,18.6143,0.1091,4.0746,0.5212,3.4785,0.5794,0.7623,0.0133,45.5650,2.0072
iDR4_3_SPLUS-s31s30_0016400,1.16950499657372,251.2503,0.0281,300.2421,0.0436,17.2757,0.0262,5.9441,0.1244,1.1336,0.0359,0.5337,0.0073,-28.3288,1.0309,251.2503,0.0281,300.2421,0.0436,18.7000,0.1406,5.3924,0.2913,0.9391,0.0980,0.5337,0.0073,-28.3288,1.0309,251.2503,0.0281,300.2421,0.0436,18.1581,0.1342,5.4301,0.2770,0.9524,0.0931,0.5337,0.0073,-28.3288,1.0309,251.2503,0.0281,300.2421,0.0436,18.1815,0.1373,5.4642,0.2643,0.9644,0.0887,0.5337,0.0073,-28.3288,1.0309,251.2503,0.0281,300.2421,0.0436,18.0499,0.1233,5.5081,0.2482,0.9799,0.0831,0.5337,0.0073,-28.3288,1.0309,251.2503,0.0281,300.2421,0.0436,17.7787,0.0796,5.6946,0.1840,1.0456,0.0602,0.5337,0.0073,-28.3288,1.0309,251.2503,0.0281,300.2421,0.0436,17.1352,0.0253,6.0231,0.1189,1.1614,0.0322,0.5337,0.0073,-28.3288,1.0309,251.2503,0.0281,300.2421,0.0436,16.8037,0.0424,6.4660,0.2154,1.3175,0.0630,0.5337,0.0073,-28.3288,1.0309,251.2503,0.0281,300.2421,0.0436,17.8395,0.0491,5.6099,0.2120,1.0158,0.0704,0.5337,0.0073,-28.3288,1.0309,251.2503,0.0281,300.2421,0.0436,16.9343,0.0261,6.2617,0.1521,1.2455,0.0412,0.5337,0.0073,-28.3288,1.0309,251.2503,0.0281,300.2421,0.0436,16.7056,0.0377,6.5148,0.2326,1.3347,0.0689,0.5337,0.0073,-28.3288,1.0309,251.2503,0.0281,300.2421,0.0436,18.9744,0.1178,5.3405,0.3110,0.9208,0.1048,0.5337,0.0073,-28.3288,1.0309
iDR4_3_SPLUS-s31s31_0036459,1.25973479108827,324.3072,0.0432,305.6998,0.0465,17.8815,0.0234,4.1074,0.0795,0.8559,0.0356,0.8989,0.0125,-1.3041,7.2754,324.3072,0.0432,305.6998,0.0465,19.0615,0.1960,3.9915,0.2049,0.3775,0.1021,0.8989,0.0125,-1.3041,7.2754,324.3072,0.0432,305.6998,0.0465,19.4759,0.4453,3.9994,0.1940,0.4102,0.0965,0.8989,0.0125,-1.3041,7.2754,324.3072,0.0432,305.6998,0.0465,18.5100,0.1886,4.0066,0.1842,0.4398,0.0915,0.8989,0.0125,-1.3041,7.2754,324.3072,0.0432,305.6998,0.0465,18.7024,0.2180,4.0158,0.1719,0.4779,0.0851,0.8989,0.0125,-1.3041,7.2754,324.3072,0.0432,305.6998,0.0465,18.1182,0.1051,4.0550,0.1227,0.6396,0.0594,0.8989,0.0125,-1.3041,7.2754,324.3072,0.0432,305.6998,0.0465,17.7675,0.0465,4.1239,0.0781,0.9244,0.0345,0.8989,0.0125,-1.3041,7.2754,324.3072,0.0432,305.6998,0.0465,17.4210,0.0598,4.2169,0.1659,1.3084,0.0806,0.8989,0.0125,-1.3041,7.2754,324.3072,0.0432,305.6998,0.0465,18.3080,0.0676,4.0372,0.1442,0.5662,0.0708,0.8989,0.0125,-1.3041,7.2754,324.3072,0.0432,305.6998,0.0465,17.5253,0.0282,4.1740,0.1134,1.1313,0.0533,0.8989,0.0125,-1.3041,7.2754,324.3072,0.0432,305.6998,0.0465,17.3584,0.0579,4.2272,0.1795,1.3507,0.0876,0.8989,0.0125,-1.3041,7.2754,324.3072,0.0432,305.6998,0.0465,19.4277,0.1803,3.9806,0.2200,0.3325,0.1098,0.8989,0.0125,-1.3041,7.2754
iDR4_3_SPLUS-s31s31_0036461,1.25973479108827,164.7509,0.0093,313.8933,0.0084,15.5922,0.0209,13.0201,0.9253,*16.8615*,*0.5254*,*0.0929*,*0.0016*,-44.7393,0.1177,164.7509,0.0093,313.8933,0.0084,17.2643,0.0633,25.5315,1.8249,*13.8267*,*0.4395*,*0.0929*,*0.0016*,-44.7393,0.1177,164.7509,0.0093,313.8933,0.0084,16.5508,0.0538,24.6767,1.7635,*14.0340*,*0.4369*,*0.0929*,*0.0016*,-44.7393,0.1177,164.7509,0.0093,313.8933,0.0084,16.2727,0.0434,23.9022,1.7078,*14.2219*,*0.4357*,*0.0929*,*0.0016*,-44.7393,0.1177,164.7509,0.0093,313.8933,0.0084,16.7401,0.0570,22.9066,1.6362,*14.4634*,*0.4358*,*0.0929*,*0.0016*,-44.7393,0.1177,164.7509,0.0093,313.8933,0.0084,15.7151,0.0269,18.6774,1.3321,*15.4892*,*0.4557*,*0.0929*,*0.0016*,-44.7393,0.1177,164.7509,0.0093,313.8933,0.0084,15.5752,0.0218,11.2299,0.7966,*17.2957*,*0.5553*,*0.0929*,*0.0016*,-44.7393,0.1177,164.7509,0.0093,313.8933,0.0084,15.7887,0.0201,1.1876,0.0766,*19.7316*,*0.7643*,*0.0929*,*0.0016*,-44.7393,0.1177,164.7509,0.0093,313.8933,0.0084,15.8327,0.0251,20.5984,1.4702,*15.0233*,*0.4428*,*0.0929*,*0.0016*,-44.7393,0.1177,164.7509,0.0093,313.8933,0.0084,15.5950,0.0198,5.8190,0.4077,*18.6082*,*0.6610*,*0.0929*,*0.0016*,-44.7393,0.1177,164.7509,0.0093,313.8933,0.0084,16.2552,0.0298,*0.0813*,*0.0197*,*19.9999*,*0.7901*,*0.0929*,*0.0016*,-44.7393,0.1177,164.7509,0.0093,313.8933,0.0084,17.1684,0.0459,26.7083,1.9096,*13.5412*,*0.4453*,*0.0929*,*0.0016*,-44.7393,0.1177
iDR4_3_SPLUS-s31s31_0037491,1.25973479108827,230.3445,0.0335,192.2340,0.0340,18.2803,0.0394,4.1543,0.1458,1.6686,0.1487,0.3406,0.0121,-44.5585,1.0524,230.3445,0.0335,192.2340,0.0340,19.5832,0.3269,4.8306,0.4014,2.0072,0.4209,0.3406,0.0121,-44.5585,1.0524,230.3445,0.0335,192.2340,0.0340,21.3061,2.5194,4.7844,0.3828,1.9841,0.4009,0.3406,0.0121,-44.5585,1.0524,230.3445,0.0335,192.2340,0.0340,23.4543,16.1431,4.7425,0.3660,1.9631,0.3829,0.3406,0.0121,-44.5585,1.0524,230.3445,0.0335,192.2340,0.0340,20.1933,0.8379,4.6887,0.3445,1.9362,0.3598,0.3406,0.0121,-44.5585,1.0524,230.3445,0.0335,192.2340,0.0340,18.4968,0.1440,4.4601,0.2548,1.8217,0.2638,0.3406,0.0121,-44.5585,1.0524,230.3445,0.0335,192.2340,0.0340,18.1913,0.0614,4.0576,0.1189,1.6201,0.1219,0.3406,0.0121,-44.5585,1.0524,230.3445,0.0335,192.2340,0.0340,17.7602,0.0679,3.5148,0.1848,1.3483,0.2090,0.3406,0.0121,-44.5585,1.0524,230.3445,0.0335,192.2340,0.0340,18.7186,0.0978,4.5639,0.2952,1.8737,0.3069,0.3406,0.0121,-44.5585,1.0524,230.3445,0.0335,192.2340,0.0340,17.9091,0.0321,3.7651,0.1109,1.4736,0.1255,0.3406,0.0121,-44.5585,1.0524,230.3445,0.0335,192.2340,0.0340,17.8266,0.0732,3.4550,0.2063,1.3183,0.2325,0.3406,0.0121,-44.5585,1.0524,230.3445,0.0335,192.2340,0.0340,23.2356,6.1308,4.8942,0.4270,2.0391,0.4485,0.3406,0.0121,-44.5585,1.0524
iDR4_3_SPLUS-s31s31_0037130,1.25973479108827,286.8416,0.0237,193.1875,0.0299,16.9155,0.0150,6.2607,0.0892,1.1715,0.0230,0.7144,0.0068,16.0565,1.2123,286.8416,0.0237,193.1875,0.0299,18.8021,0.1878,5.6712,0.2533,0.5628,0.0758,0.7144,0.0068,16.0565,1.2123,286.8416,0.0237,193.1875,0.0299,19.2755,0.4592,5.7115,0.2397,0.6044,0.0716,0.7144,0.0068,16.0565,1.2123,286.8416,0.0237,193.1875,0.0299,20.6719,1.6533,5.7480,0.2274,0.6421,0.0678,0.7144,0.0068,16.0565,1.2123,286.8416,0.0237,193.1875,0.0299,17.9079,0.1333,5.7949,0.2119,0.6905,0.0630,0.7144,0.0068,16.0565,1.2123,286.8416,0.0237,193.1875,0.0299,17.2377,0.0620,5.9942,0.1491,0.8963,0.0432,0.7144,0.0068,16.0565,1.2123,286.8416,0.0237,193.1875,0.0299,16.7647,0.0257,6.3451,0.0854,1.2586,0.0214,0.7144,0.0068,16.0565,1.2123,286.8416,0.0237,193.1875,0.0299,16.3822,0.0339,6.8183,0.1941,1.7471,0.0568,0.7144,0.0068,16.0565,1.2123,286.8416,0.0237,193.1875,0.0299,17.6108,0.0480,5.9036,0.1768,0.8028,0.0520,0.7144,0.0068,16.0565,1.2123,286.8416,0.0237,193.1875,0.0299,16.4945,0.0174,6.6001,0.1283,1.5218,0.0359,0.7144,0.0068,16.0565,1.2123,286.8416,0.0237,193.1875,0.0299,16.2808,0.0329,6.8705,0.2111,1.8009,0.0621,0.7144,0.0068,16.0565,1.2123,286.8416,0.0237,193.1875,0.0299,18.9401,0.1421,5.6157,0.2721,0.5056,0.0817,0.7144,0.0068,16.0565,1.2123
iDR4_3_SPLUS-s37s28_0026350,1.14656523936977,204.8597,0.0000,313.8986,0.0000,19.4995,0.0000,0.8261,0.0008,1.2339,0.0001,0.6547,0.0004,38.5222,0.0000,204.8597,0.0000,313.8986,0.0000,*106.3892*,*0.0001*,0.8093,0.0011,0.2304,0.0001,0.6547,0.0004,38.5222,0.0000,204.8597,0.0000,313.8986,0.0000,23.5163,0.0001,0.8104,0.0011,0.2990,0.0001,0.6547,0.0004,38.5222,0.0000,204.8597,0.0000,313.8986,0.0000,20.9463,0.0001,0.8115,0.0011,0.3611,0.0001,0.6547,0.0004,38.5222,0.0000,204.8597,0.0000,313.8986,0.0000,21.9603,0.0000,0.8128,0.0011,0.4410,0.0001,0.6547,0.0004,38.5222,0.0000,204.8597,0.0000,313.8986,0.0000,20.0294,0.0000,0.8185,0.0010,0.7802,0.0001,0.6547,0.0004,38.5222,0.0000,204.8597,0.0000,313.8986,0.0000,19.5020,0.0001,0.8285,0.0008,1.3775,0.0001,0.6547,0.0004,38.5222,0.0000,204.8597,0.0000,313.8986,0.0000,19.3157,0.0002,0.8420,0.0006,2.1830,0.0001,0.6547,0.0004,38.5222,0.0000,204.8597,0.0000,313.8986,0.0000,19.9615,0.0002,0.8159,0.0010,0.6261,0.0001,0.6547,0.0004,38.5222,0.0000,204.8597,0.0000,313.8986,0.0000,19.4310,0.0003,0.8358,0.0007,1.8115,0.0001,0.6547,0.0004,38.5222,0.0000,204.8597,0.0000,313.8986,0.0000,19.2283,0.0006,0.8435,0.0006,2.2717,0.0001,0.6547,0.0004,38.5222,0.0000,204.8597,0.0000,313.8986,0.0000,20.6653,0.0003,0.8077,0.0011,0.1361,0.0001,0.6547,0.0004,38.5222,0.0000
iDR4_3_SPLUS-s37s28_0026488,1.14656523936977,241.7208,0.0000,266.4774,0.0000,16.4467,0.0001,6.1413,0.0004,0.9655,0.0000,0.4716,0.0000,-34.1779,0.0000,241.7208,0.0000,266.4774,0.0000,18.2702,0.0000,6.2149,0.0006,0.7272,0.0002,0.4716,0.0000,-34.1779,0.0000,241.7208,0.0000,266.4774,0.0000,18.2245,0.0000,6.2099,0.0006,0.7435,0.0002,0.4716,0.0000,-34.1779,0.0000,241.7208,0.0000,266.4774,0.0000,17.8922,0.0000,6.2053,0.0005,0.7582,0.0002,0.4716,0.0000,-34.1779,0.0000,241.7208,0.0000,266.4774,0.0000,17.7424,0.0000,6.1995,0.0005,0.7772,0.0002,0.4716,0.0000,-34.1779,0.0000,241.7208,0.0000,266.4774,0.0000,16.9307,0.0001,6.1746,0.0005,0.8578,0.0001,0.4716,0.0000,-34.1779,0.0000,241.7208,0.0000,266.4774,0.0000,16.3752,0.0001,6.1308,0.0004,0.9996,0.0000,0.4716,0.0000,-34.1779,0.0000,241.7208,0.0000,266.4774,0.0000,15.9077,0.0001,6.0717,0.0003,1.1909,0.0002,0.4716,0.0000,-34.1779,0.0000,241.7208,0.0000,266.4774,0.0000,17.2387,0.0001,6.1859,0.0005,0.8212,0.0002,0.4716,0.0000,-34.1779,0.0000,241.7208,0.0000,266.4774,0.0000,16.0766,0.0001,6.0990,0.0003,1.1027,0.0001,0.4716,0.0000,-34.1779,0.0000,241.7208,0.0000,266.4774,0.0000,15.8403,0.0001,6.0652,0.0003,1.2120,0.0002,0.4716,0.0000,-34.1779,0.0000,241.7208,0.0000,266.4774,0.0000,18.6554,0.0000,6.2218,0.0006,0.7048,0.0002,0.4716,0.0000,-34.1779,0.0000
iDR4_3_SPLUS-s37s28_0026889,1.14656523936977,256.2971,0.0001,182.6702,0.0001,17.1513,0.0048,5.8242,0.0639,0.5975,0.0228,0.9231,0.0093,59.0731,5.7333,256.2971,0.0001,182.6702,0.0001,19.3830,0.0065,6.0525,0.1560,0.5543,0.0576,0.9231,0.0093,59.0731,5.7333,256.2971,0.0001,182.6702,0.0001,*98.3195*,*0.0020*,6.0369,0.1489,0.5573,0.0550,0.9231,0.0093,59.0731,5.7333,256.2971,0.0001,182.6702,0.0001,18.7467,0.0046,6.0228,0.1426,0.5600,0.0527,0.9231,0.0093,59.0731,5.7333,256.2971,0.0001,182.6702,0.0001,18.4793,0.0083,6.0046,0.1345,0.5634,0.0497,0.9231,0.0093,59.0731,5.7333,256.2971,0.0001,182.6702,0.0001,17.5314,0.0249,5.9274,0.1012,0.5780,0.0374,0.9231,0.0093,59.0731,5.7333,256.2971,0.0001,182.6702,0.0001,17.0759,0.0091,5.7915,0.0563,0.6037,0.0194,0.9231,0.0093,59.0731,5.7333,256.2971,0.0001,182.6702,0.0001,16.7150,0.0209,5.6082,0.0849,0.6383,0.0274,0.9231,0.0093,59.0731,5.7333,256.2971,0.0001,182.6702,0.0001,17.8103,0.0317,5.9625,0.1160,0.5714,0.0429,0.9231,0.0093,59.0731,5.7333,256.2971,0.0001,182.6702,0.0001,16.8627,0.0283,5.6928,0.0584,0.6223,0.0181,0.9231,0.0093,59.0731,5.7333,256.2971,0.0001,182.6702,0.0001,16.6726,0.1000,5.5880,0.0928,0.6421,0.0303,0.9231,0.0093,59.0731,5.7333,256.2971,0.0001,182.6702,0.0001,19.1913,0.0099,6.0740,0.1658,0.5503,0.0612,0.9231,0.0093,59.0731,5.7333
iDR4_3_SPLUS-s37s28_0026666,1.14656523936977,296.3664,0.0881,234.7482,0.0984,18.5810,0.0564,4.2693,0.1856,0.8654,0.0954,0.8455,0.0297,13.1851,10.4087,296.3664,0.0881,234.7482,0.0984,19.1926,0.2149,4.9701,0.3640,0.4131,0.1559,0.8455,0.0297,13.1851,10.4087,296.3664,0.0881,234.7482,0.0984,18.9258,0.2694,4.9222,0.3474,0.4440,0.1486,0.8455,0.0297,13.1851,10.4087,296.3664,0.0881,234.7482,0.0984,19.3402,0.3746,4.8788,0.3326,0.4720,0.1423,0.8455,0.0297,13.1851,10.4087,296.3664,0.0881,234.7482,0.0984,18.6548,0.2006,4.8230,0.3140,0.5080,0.1344,0.8455,0.0297,13.1851,10.4087,296.3664,0.0881,234.7482,0.0984,18.5460,0.1328,4.5862,0.2427,0.6609,0.1069,0.8455,0.0297,13.1851,10.4087,296.3664,0.0881,234.7482,0.0984,18.5537,0.0595,4.1691,0.1831,0.9301,0.0997,0.8455,0.0297,13.1851,10.4087,296.3664,0.0881,234.7482,0.0984,18.6798,0.1174,3.6066,0.2988,1.2932,0.1691,0.8455,0.0297,13.1851,10.4087,296.3664,0.0881,234.7482,0.0984,18.8495,0.0918,4.6938,0.2733,0.5914,0.1180,0.8455,0.0297,13.1851,10.4087,296.3664,0.0881,234.7482,0.0984,18.4515,0.0623,3.8660,0.2252,1.1258,0.1306,0.8455,0.0297,13.1851,10.4087,296.3664,0.0881,234.7482,0.0984,18.5722,0.0998,3.5447,0.3190,1.3332,0.1792,0.8455,0.0297,13.1851,10.4087,296.3664,0.0881,234.7482,0.0984,19.8348,0.2326,5.0360,0.3872,0.3705,0.1662,0.8455,0.0297,13.1851,10.4087
iDR4_3_SPLUS-s37s28_0034526,1.19931337321584,219.1449,0.0000,159.9487,0.0002,17.3345,0.0241,5.9126,0.1215,1.2603,0.0419,0.8076,0.0113,-55.8089,3.0326,219.1449,0.0000,159.9487,0.0002,18.6886,0.0165,6.0767,0.3369,1.0621,0.1218,0.8076,0.0113,-55.8089,3.0326,219.1449,0.0000,159.9487,0.0002,*99.1059*,*0.0180*,6.0654,0.3204,1.0757,0.1158,0.8076,0.0113,-55.8089,3.0326,219.1449,0.0000,159.9487,0.0002,*99.2951*,*0.0156*,6.0553,0.3056,1.0879,0.1103,0.8076,0.0113,-55.8089,3.0326,219.1449,0.0000,159.9487,0.0002,18.4042,0.0242,6.0422,0.2866,1.1037,0.1034,0.8076,0.0113,-55.8089,3.0326,219.1449,0.0000,159.9487,0.0002,17.6030,0.0306,5.9868,0.2085,1.1707,0.0747,0.8076,0.0113,-55.8089,3.0326,219.1449,0.0000,159.9487,0.0002,17.2488,0.0337,5.8891,0.1057,1.2886,0.0356,0.8076,0.0113,-55.8089,3.0326,219.1449,0.0000,159.9487,0.0002,16.8510,0.0350,5.7574,0.1998,1.4476,0.0699,0.8076,0.0113,-55.8089,3.0326,219.1449,0.0000,159.9487,0.0002,17.9019,0.0349,6.0120,0.2433,1.1402,0.0876,0.8076,0.0113,-55.8089,3.0326,219.1449,0.0000,159.9487,0.0002,17.0349,0.0138,5.8181,0.1279,1.3743,0.0432,0.8076,0.0113,-55.8089,3.0326,219.1449,0.0000,159.9487,0.0002,16.8264,0.0611,5.7429,0.2195,1.4652,0.0771,0.8076,0.0113,-55.8089,3.0326,219.1449,0.0000,159.9487,0.0002,19.2891,0.0459,6.0921,0.3598,1.0435,0.1301,0.8076,0.0113,-55.8089,3.0326
